STRATA,CLUSTER,W,multi,multi3,s5,SEX,SCHOOL,br2,ca,sw,ze,fa,ve,mi,ni,wa,fr,sleep,str_d,M_SAD,esrcrd_r,ese_r,F_BR,br
2025_55,112.0,57.012462473395594,0.0,0.0,1.0,2.0,중학교,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0
2025_55,112.0,57.012462473395594,0.0,0.0,1.0,2.0,중학교,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,4.0,4.0,1.0
2025_55,112.0,60.74048551936755,0.0,0.0,1.0,1.0,중학교,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0
2025_55,112.0,57.012462473395594,0.0,0.0,1.0,2.0,중학교,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,2.0,4.0,1.0
2025_55,112.0,60.74048551936755,0.0,0.0,,1.0,중학교,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0
2025_55,112.0,60.74048551936755,0.0,0.0,,1.0,중학교,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,4.0,8.0,1.0
2025_55,112.0,57.012462473395594,0.0,0.0,1.0,2.0,중학교,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,2.0,6.0,1.0
2025_55,112.0,60.74048551936755,0.0,9.0,0.0,1.0,중학교,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,8.0,1.0
2025_55,112.0,60.74048551936755,0.0,0.0,1.0,1.0,중학교,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,6.0,1.0
2025_55,112.0,60.74048551936755,0.0,0.0,1.0,1.0,중학교,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,8.0,1.0
2025_55,112.0,60.74048551936755,0.0,0.0,1.0,1.0,중학교,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0
2025_55,112.0,57.012462473395594,0.0,0.0,1.0,2.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,3.0,6.0,1.0
2025_55,112.0,57.012462473395594,0.0,0.0,1.0,2.0,중학교,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,8.0,1.0
2025_55,112.0,57.012462473395594,0.0,0.0,1.0,2.0,중학교,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,0.0
2025_55,112.0,57.012462473395594,0.0,0.0,1.0,2.0,중학교,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,8.0,1.0
2025_55,112.0,57.012462473395594,0.0,0.0,1.0,2.0,중학교,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,6.0,1.0
2025_55,112.0,60.74048551936755,0.0,9.0,1.0,1.0,중학교,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,0.0
2025_55,112.0,57.012462473395594,0.0,0.0,1.0,2.0,중학교,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0
2025_55,112.0,60.74048551936755,0.0,0.0,1.0,1.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,8.0,1.0
2025_55,112.0,60.74048551936755,0.0,0.0,1.0,1.0,중학교,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,4.0,5.0,1.0
2025_55,112.0,60.74048551936755,0.0,0.0,1.0,1.0,중학교,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,8.0,1.0
2025_55,112.0,57.012462473395594,0.0,0.0,1.0,2.0,중학교,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,6.0,1.0
2025_55,112.0,57.012462473395594,0.0,0.0,1.0,2.0,중학교,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,2.0,0.0
2025_55,112.0,57.012462473395594,0.0,0.0,1.0,2.0,중학교,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,3.0,1.0,0.0
2025_55,112.0,60.74048551936755,0.0,0.0,,1.0,중학교,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,5.0,8.0,1.0
2025_55,112.0,60.74048551936755,0.0,0.0,0.0,1.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,6.0,1.0
2025_55,112.0,60.74048551936755,0.0,0.0,1.0,1.0,중학교,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,4.0,1.0
2025_55,112.0,60.74048551936755,0.0,0.0,0.0,1.0,중학교,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,3.0,1.0
2025_55,112.0,60.74048551936755,0.0,0.0,1.0,1.0,중학교,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,5.0,2.0,0.0
2025_55,112.0,62.24569844271969,0.0,0.0,1.0,2.0,중학교,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,4.0,1.0
2025_55,112.0,62.24569844271969,0.0,0.0,0.0,2.0,중학교,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,3.0,1.0
2025_55,112.0,62.24569844271969,0.0,0.0,0.0,2.0,중학교,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,7.0,1.0
2025_55,112.0,63.84873762640869,0.0,9.0,1.0,1.0,중학교,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,4.0,1.0,0.0
2025_55,112.0,63.84873762640869,0.0,0.0,1.0,1.0,중학교,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0
2025_55,112.0,63.84873762640869,0.0,0.0,1.0,1.0,중학교,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,7.0,1.0
2025_55,112.0,63.84873762640869,0.0,0.0,1.0,1.0,중학교,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,6.0,1.0
2025_55,112.0,62.24569844271969,1.0,1.0,1.0,2.0,중학교,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,4.0,1.0,0.0
2025_55,112.0,62.24569844271969,0.0,0.0,1.0,2.0,중학교,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,2.0,0.0
2025_55,112.0,62.24569844271969,0.0,0.0,1.0,2.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,8.0,1.0
2025_55,112.0,63.84873762640869,0.0,0.0,0.0,1.0,중학교,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0
2025_55,112.0,63.84873762640869,0.0,0.0,1.0,1.0,중학교,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,3.0,8.0,1.0
2025_55,112.0,62.24569844271969,0.0,0.0,1.0,2.0,중학교,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0
2025_55,112.0,63.84873762640869,0.0,0.0,0.0,1.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,8.0,1.0
2025_55,112.0,62.24569844271969,0.0,0.0,0.0,2.0,중학교,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,8.0,1.0
2025_55,112.0,63.84873762640869,0.0,0.0,0.0,1.0,중학교,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0
2025_55,112.0,63.84873762640869,0.0,0.0,0.0,1.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,1.0
2025_55,112.0,63.84873762640869,0.0,0.0,1.0,1.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,8.0,1.0
2025_55,112.0,63.84873762640869,0.0,0.0,1.0,1.0,중학교,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,3.0,8.0,1.0
2025_55,112.0,63.84873762640869,0.0,0.0,0.0,1.0,중학교,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,5.0,3.0,1.0
2025_55,112.0,62.24569844271969,0.0,0.0,,2.0,중학교,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,5.0,1.0,0.0
2025_55,112.0,63.84873762640869,0.0,0.0,0.0,1.0,중학교,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,5.0,3.0,1.0
2025_55,112.0,63.84873762640869,0.0,0.0,0.0,1.0,중학교,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,1.0
2025_55,112.0,62.24569844271969,0.0,0.0,0.0,2.0,중학교,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,3.0,1.0
2025_55,112.0,62.24569844271969,0.0,0.0,1.0,2.0,중학교,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,4.0,1.0
2025_55,112.0,62.24569844271969,0.0,0.0,1.0,2.0,중학교,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,3.0,1.0,0.0
2025_55,112.0,62.24569844271969,0.0,0.0,1.0,2.0,중학교,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,4.0,3.0,1.0
2025_55,112.0,62.24569844271969,0.0,0.0,0.0,2.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,8.0,1.0
2025_54,113.0,22.542126670540373,0.0,0.0,0.0,1.0,중학교,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0
2025_54,113.0,22.542126670540373,0.0,0.0,0.0,1.0,중학교,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,1.0
2025_54,113.0,41.39330773450358,0.0,0.0,1.0,2.0,중학교,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,4.0,1.0,0.0
2025_54,113.0,22.542126670540373,0.0,0.0,0.0,1.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0
2025_54,113.0,22.542126670540373,0.0,0.0,0.0,1.0,중학교,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,3.0,1.0
2025_54,113.0,41.39330773450358,1.0,1.0,0.0,2.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,7.0,1.0
2025_54,113.0,22.542126670540373,0.0,0.0,0.0,1.0,중학교,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,4.0,7.0,1.0
2025_54,113.0,41.39330773450358,0.0,0.0,0.0,2.0,중학교,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,3.0,1.0
2025_54,113.0,22.542126670540373,0.0,0.0,0.0,1.0,중학교,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,4.0,8.0,1.0
2025_54,113.0,22.542126670540373,0.0,0.0,1.0,1.0,중학교,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,1.0
2025_54,113.0,41.39330773450358,0.0,0.0,1.0,2.0,중학교,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0
2025_54,113.0,22.542126670540373,0.0,0.0,1.0,1.0,중학교,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,4.0,1.0
2025_54,113.0,41.39330773450358,0.0,0.0,0.0,2.0,중학교,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0
2025_54,113.0,22.542126670540373,0.0,0.0,0.0,1.0,중학교,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,4.0,8.0,1.0
2025_54,113.0,22.542126670540373,0.0,0.0,0.0,1.0,중학교,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
2025_54,113.0,41.39330773450358,1.0,1.0,0.0,2.0,중학교,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,8.0,1.0
2025_54,113.0,22.542126670540373,0.0,0.0,1.0,1.0,중학교,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0
2025_54,113.0,22.542126670540373,0.0,0.0,0.0,1.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,4.0,8.0,1.0
2025_54,113.0,22.542126670540373,0.0,0.0,0.0,1.0,중학교,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,3.0,1.0,0.0
2025_54,113.0,22.542126670540373,0.0,9.0,1.0,1.0,중학교,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,1.0
2025_54,113.0,22.542126670540373,0.0,0.0,0.0,1.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,5.0,8.0,1.0
2025_54,113.0,41.39330773450358,0.0,0.0,0.0,2.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,5.0,8.0,1.0
2025_54,113.0,30.32324830611145,0.0,0.0,0.0,1.0,중학교,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,8.0,1.0
2025_54,113.0,30.32324830611145,0.0,0.0,1.0,1.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,5.0,1.0
2025_54,113.0,30.32324830611145,0.0,0.0,0.0,1.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,8.0,1.0
2025_54,113.0,30.32324830611145,0.0,0.0,1.0,1.0,중학교,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,8.0,1.0
2025_54,113.0,30.32324830611145,0.0,0.0,0.0,1.0,중학교,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0
2025_54,113.0,49.01778545987277,0.0,0.0,0.0,2.0,중학교,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,3.0,1.0
2025_54,113.0,49.01778545987277,1.0,1.0,1.0,2.0,중학교,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0
2025_54,113.0,30.32324830611145,0.0,0.0,1.0,1.0,중학교,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0
2025_54,113.0,49.01778545987277,0.0,0.0,1.0,2.0,중학교,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,3.0,1.0,0.0
2025_54,113.0,30.32324830611145,0.0,0.0,0.0,1.0,중학교,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,5.0,7.0,1.0
2025_54,113.0,49.01778545987277,0.0,0.0,1.0,2.0,중학교,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,2.0,0.0
2025_54,113.0,30.32324830611145,0.0,0.0,0.0,1.0,중학교,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0
2025_54,113.0,30.32324830611145,0.0,0.0,1.0,1.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,8.0,1.0
2025_54,113.0,49.01778545987277,0.0,0.0,0.0,2.0,중학교,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0
2025_54,113.0,30.32324830611145,0.0,0.0,1.0,1.0,중학교,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,1.0
2025_54,113.0,30.32324830611145,0.0,0.0,1.0,1.0,중학교,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,5.0,6.0,1.0
2025_54,113.0,30.32324830611145,0.0,0.0,0.0,1.0,중학교,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,5.0,2.0,0.0
2025_54,113.0,30.32324830611145,0.0,0.0,0.0,1.0,중학교,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,3.0,3.0,1.0
2025_54,113.0,49.01778545987277,0.0,0.0,0.0,2.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,8.0,1.0
2025_54,113.0,30.32324830611145,0.0,0.0,1.0,1.0,중학교,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,4.0,2.0,0.0
2025_54,113.0,30.32324830611145,0.0,0.0,1.0,1.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,3.0,8.0,1.0
2025_54,113.0,30.32324830611145,1.0,1.0,1.0,1.0,중학교,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,1.0
2025_54,113.0,33.1147323512141,0.0,0.0,0.0,1.0,중학교,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0
2025_54,113.0,33.1147323512141,0.0,0.0,1.0,1.0,중학교,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0
2025_54,113.0,33.1147323512141,0.0,0.0,0.0,1.0,중학교,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,6.0,1.0
2025_54,113.0,33.1147323512141,0.0,0.0,1.0,1.0,중학교,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,3.0,1.0
2025_54,113.0,33.1147323512141,0.0,0.0,1.0,1.0,중학교,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0
2025_54,113.0,27.88012874362409,0.0,9.0,1.0,2.0,중학교,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0
2025_54,113.0,27.88012874362409,0.0,0.0,1.0,2.0,중학교,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0
2025_54,113.0,33.1147323512141,0.0,0.0,1.0,1.0,중학교,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,0.0
2025_54,113.0,33.1147323512141,0.0,0.0,0.0,1.0,중학교,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,8.0,1.0
2025_54,113.0,33.1147323512141,0.0,0.0,0.0,1.0,중학교,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0
2025_54,113.0,27.88012874362409,0.0,9.0,,2.0,중학교,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0
2025_54,113.0,27.88012874362409,0.0,0.0,1.0,2.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,3.0,6.0,1.0
2025_54,113.0,27.88012874362409,0.0,0.0,1.0,2.0,중학교,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,1.0
2025_54,113.0,27.88012874362409,0.0,0.0,1.0,2.0,중학교,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,5.0,1.0
2025_54,113.0,33.1147323512141,0.0,0.0,0.0,1.0,중학교,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0
2025_54,113.0,27.88012874362409,0.0,0.0,0.0,2.0,중학교,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,3.0,7.0,1.0
2025_54,113.0,33.1147323512141,0.0,0.0,0.0,1.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,5.0,8.0,1.0
2025_54,113.0,33.1147323512141,0.0,0.0,1.0,1.0,중학교,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0,3.0,1.0
2025_54,113.0,33.1147323512141,0.0,0.0,0.0,1.0,중학교,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,4.0,1.0
2025_54,113.0,27.88012874362409,0.0,0.0,1.0,2.0,중학교,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,1.0,0.0
2025_54,113.0,33.1147323512141,0.0,0.0,0.0,1.0,중학교,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0
2025_54,113.0,33.1147323512141,0.0,0.0,0.0,1.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,8.0,1.0
2025_54,114.0,82.78661546900716,0.0,0.0,0.0,2.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,8.0,1.0
2025_54,114.0,45.084253341080746,0.0,0.0,0.0,1.0,중학교,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0
2025_54,114.0,82.78661546900716,0.0,0.0,0.0,2.0,중학교,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0
2025_54,114.0,82.78661546900716,0.0,0.0,0.0,2.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,6.0,1.0
2025_54,114.0,82.78661546900716,0.0,0.0,0.0,2.0,중학교,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,4.0,1.0,0.0
2025_54,114.0,82.78661546900716,0.0,0.0,0.0,2.0,중학교,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,4.0,6.0,1.0
2025_54,114.0,45.084253341080746,0.0,0.0,1.0,1.0,중학교,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,1.0
2025_54,114.0,82.78661546900716,0.0,0.0,1.0,2.0,중학교,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,4.0,3.0,1.0
2025_54,114.0,45.084253341080746,0.0,0.0,0.0,1.0,중학교,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,3.0,8.0,1.0
